id,dateAdded,,name,,brand,categories,,,keys,manufacturer,,reviews.date,reviews.dateSeen,reviews.didPurchase,reviews.doRecommend,,,reviews.rating,,reviews.text,,,,price
4337,2024-03-09,,Apple iPad Pro,,Apple,Tablets,,,"Apple iPad Pro, latest model",Apple,,2024-04-19,2024-04-19,TRUE,FALSE,,,2,,Review for Apple iPad Pro: Not up to the mark,,,,755.3
4338,2024-04-29,,Vivo X90 Pro,,Vivo,Mobile Phones,,,"Vivo X90 Pro, latest model",Vivo,,2024-04-26,2024-04-26,TRUE,TRUE,,,3,,Review for Vivo X90 Pro: Not up to the mark,,,,856.31
4339,2024-04-05,,LG Gram 17,,LG,Computers,,,"LG Gram 17, latest model",LG,,2024-05-03,2024-05-03,TRUE,TRUE,,,2,,Review for LG Gram 17: Not up to the mark,,,,1602.09
4340,2024-03-08,,Fitbit Charge 5,,Fitbit,Wearables,,,"Fitbit Charge 5, latest model",Fitbit,,2024-04-21,2024-04-21,FALSE,TRUE,,,5,,Review for Fitbit Charge 5: Excellent product,,,,960.09
4341,2024-02-14,,Lenovo Tab P11,,Lenovo,Tablets,,,"Lenovo Tab P11, latest model",Lenovo,,2024-04-24,2024-04-24,FALSE,FALSE,,,5,,Review for Lenovo Tab P11: Excellent product,,,,1154.8
4342,2024-03-30,,Razer Edge,,Razer,Gaming,,,"Razer Edge, latest model",Razer,,2024-04-07,2024-04-07,FALSE,FALSE,,,1,,Review for Razer Edge: Not up to the mark,,,,613.73
4343,2024-02-18,,Philips Hue White and Color Ambiance,,Philips,Smart Home,,,"Philips Hue White and Color Ambiance, latest model",Philips,,2024-04-12,2024-04-12,TRUE,FALSE,,,2,,Review for Philips Hue White and Color Ambiance: Not up to the mark,,,,1498.17
4344,2024-01-11,,Logitech G Cloud,,Logitech,Gaming,,,"Logitech G Cloud, latest model",Logitech,,2024-04-25,2024-04-25,TRUE,FALSE,,,1,,Review for Logitech G Cloud: Not up to the mark,,,,1123.88
4345,2024-03-25,,Asus ZenBook 14,,Asus,Computers,,,"Asus ZenBook 14, latest model",Asus,,2024-04-12,2024-04-12,TRUE,FALSE,,,1,,Review for Asus ZenBook 14: Not up to the mark,,,,1174.18
4346,2024-01-29,,Panasonic Lumix GH6,,Panasonic,Cameras,,,"Panasonic Lumix GH6, latest model",Panasonic,,2024-05-03,2024-05-03,TRUE,FALSE,,,1,,Review for Panasonic Lumix GH6: Not up to the mark,,,,31.42
4347,2024-02-24,,Sony Xperia 1 V,,Sony,Mobile Phones,,,"Sony Xperia 1 V, latest model",Sony,,2024-04-03,2024-04-03,TRUE,TRUE,,,5,,Review for Sony Xperia 1 V: Excellent product,,,,658.56
4348,2024-01-11,,Philips Hue White and Color Ambiance,,Philips,Smart Home,,,"Philips Hue White and Color Ambiance, latest model",Philips,,2024-04-29,2024-04-29,FALSE,TRUE,,,3,,Review for Philips Hue White and Color Ambiance: Not up to the mark,,,,1189.55
4349,2024-04-19,,Asus ZenBook 14,,Asus,Computers,,,"Asus ZenBook 14, latest model",Asus,,2024-04-30,2024-04-30,FALSE,FALSE,,,4,,Review for Asus ZenBook 14: Excellent product,,,,323.85
4350,2024-03-10,,Panasonic Lumix GH6,,Panasonic,Cameras,,,"Panasonic Lumix GH6, latest model",Panasonic,,2024-04-27,2024-04-27,TRUE,FALSE,,,1,,Review for Panasonic Lumix GH6: Not up to the mark,,,,1195.3
4351,2024-02-28,,Ecobee Smart Thermostat Premium,,Ecobee,Smart Home,,,"Ecobee Smart Thermostat Premium, latest model",Ecobee,,2024-04-15,2024-04-15,FALSE,TRUE,,,5,,Review for Ecobee Smart Thermostat Premium: Excellent product,,,,316.69
4352,2024-03-11,,Sony PlayStation 5,,Sony,Gaming,,,"Sony PlayStation 5, latest model",Sony,,2024-04-03,2024-04-03,FALSE,FALSE,,,3,,Review for Sony PlayStation 5: Not up to the mark,,,,1224.96
4353,2024-01-30,,Fossil Gen 6,,Fossil,Wearables,,,"Fossil Gen 6, latest model",Fossil,,2024-04-22,2024-04-22,TRUE,FALSE,,,5,,Review for Fossil Gen 6: Excellent product,,,,654.17
4354,2024-02-01,,Nikon Z7 II,,Nikon,Cameras,,,"Nikon Z7 II, latest model",Nikon,,2024-04-28,2024-04-28,TRUE,FALSE,,,3,,Review for Nikon Z7 II: Not up to the mark,,,,1734.38
4355,2024-02-09,,Ecobee Smart Thermostat Premium,,Ecobee,Smart Home,,,"Ecobee Smart Thermostat Premium, latest model",Ecobee,,2024-04-30,2024-04-30,TRUE,FALSE,,,5,,Review for Ecobee Smart Thermostat Premium: Excellent product,,,,1166.87
4356,2024-02-20,,Canon EOS R5,,Canon,Cameras,,,"Canon EOS R5, latest model",Canon,,2024-04-27,2024-04-27,FALSE,FALSE,,,1,,Review for Canon EOS R5: Not up to the mark,,,,806.31
4357,2024-04-15,,Fitbit Charge 5,,Fitbit,Wearables,,,"Fitbit Charge 5, latest model",Fitbit,,2024-04-25,2024-04-25,FALSE,TRUE,,,2,,Review for Fitbit Charge 5: Not up to the mark,,,,1943.42
4358,2024-04-03,,Vivo X90 Pro,,Vivo,Mobile Phones,,,"Vivo X90 Pro, latest model",Vivo,,2024-04-03,2024-04-03,TRUE,TRUE,,,5,,Review for Vivo X90 Pro: Excellent product,,,,940.33
4359,2024-03-13,,Samsung Galaxy Watch 5,,Samsung,Wearables,,,"Samsung Galaxy Watch 5, latest model",Samsung,,2024-04-15,2024-04-15,FALSE,FALSE,,,4,,Review for Samsung Galaxy Watch 5: Excellent product,,,,1924.86
4360,2024-03-16,,Olympus OM-D E-M1X,,Olympus,Cameras,,,"Olympus OM-D E-M1X, latest model",Olympus,,2024-05-02,2024-05-02,FALSE,TRUE,,,2,,Review for Olympus OM-D E-M1X: Not up to the mark,,,,1439.14
4361,2024-02-15,,Amazon Fire HD 10,,Amazon,Tablets,,,"Amazon Fire HD 10, latest model",Amazon,,2024-04-25,2024-04-25,FALSE,TRUE,,,2,,Review for Amazon Fire HD 10: Not up to the mark,,,,1076.37
4362,2024-02-15,,Microsoft Xbox Series X,,Microsoft,Gaming,,,"Microsoft Xbox Series X, latest model",Microsoft,,2024-04-16,2024-04-16,TRUE,FALSE,,,1,,Review for Microsoft Xbox Series X: Not up to the mark,,,,891.64
4363,2024-01-19,,Olympus OM-D E-M1X,,Olympus,Cameras,,,"Olympus OM-D E-M1X, latest model",Olympus,,2024-05-02,2024-05-02,FALSE,TRUE,,,3,,Review for Olympus OM-D E-M1X: Not up to the mark,,,,236.81
4364,2024-03-08,,Microsoft Surface Laptop 4,,Microsoft,Computers,,,"Microsoft Surface Laptop 4, latest model",Microsoft,,2024-04-10,2024-04-10,FALSE,FALSE,,,1,,Review for Microsoft Surface Laptop 4: Not up to the mark,,,,375.91
4365,2024-03-08,,Microsoft Surface Go 3,,Microsoft,Tablets,,,"Microsoft Surface Go 3, latest model",Microsoft,,2024-04-10,2024-04-10,FALSE,FALSE,,,3,,Review for Microsoft Surface Go 3: Not up to the mark,,,,197.79
4366,2024-04-01,,Logitech G Cloud,,Logitech,Gaming,,,"Logitech G Cloud, latest model",Logitech,,2024-04-19,2024-04-19,FALSE,TRUE,,,5,,Review for Logitech G Cloud: Excellent product,,,,1066.84
4367,2024-02-20,,Amazon Echo Dot (5th Gen),,Amazon,Smart Home,,,"Amazon Echo Dot (5th Gen), latest model",Amazon,,2024-04-26,2024-04-26,FALSE,FALSE,,,1,,Review for Amazon Echo Dot (5th Gen): Not up to the mark,,,,1737.29
4368,2024-01-09,,Huawei MatePad Pro,,Huawei,Tablets,,,"Huawei MatePad Pro, latest model",Huawei,,2024-04-22,2024-04-22,TRUE,FALSE,,,4,,Review for Huawei MatePad Pro: Excellent product,,,,1031.29
4369,2024-04-12,,Microsoft Xbox Series X,,Microsoft,Gaming,,,"Microsoft Xbox Series X, latest model",Microsoft,,2024-04-19,2024-04-19,FALSE,FALSE,,,5,,Review for Microsoft Xbox Series X: Excellent product,,,,1804.54
4370,2024-03-23,,Amazon Echo Dot (5th Gen),,Amazon,Smart Home,,,"Amazon Echo Dot (5th Gen), latest model",Amazon,,2024-04-25,2024-04-25,TRUE,TRUE,,,3,,Review for Amazon Echo Dot (5th Gen): Not up to the mark,,,,168.63
4371,2024-02-13,,Apple iPad Pro,,Apple,Tablets,,,"Apple iPad Pro, latest model",Apple,,2024-04-15,2024-04-15,TRUE,TRUE,,,5,,Review for Apple iPad Pro: Excellent product,,,,1637.3
4372,2024-04-29,,Ecobee Smart Thermostat Premium,,Ecobee,Smart Home,,,"Ecobee Smart Thermostat Premium, latest model",Ecobee,,2024-04-17,2024-04-17,FALSE,FALSE,,,5,,Review for Ecobee Smart Thermostat Premium: Excellent product,,,,1938.93
4373,2024-01-27,,Sennheiser HD 660S,,Sennheiser,Audio,,,"Sennheiser HD 660S, latest model",Sennheiser,,2024-04-13,2024-04-13,TRUE,FALSE,,,2,,Review for Sennheiser HD 660S: Not up to the mark,,,,1789.16
4374,2024-01-11,,Fossil Gen 6,,Fossil,Wearables,,,"Fossil Gen 6, latest model",Fossil,,2024-04-29,2024-04-29,TRUE,TRUE,,,3,,Review for Fossil Gen 6: Not up to the mark,,,,618.82
4375,2024-02-13,,Amazon Echo Dot (5th Gen),,Amazon,Smart Home,,,"Amazon Echo Dot (5th Gen), latest model",Amazon,,2024-05-03,2024-05-03,TRUE,TRUE,,,2,,Review for Amazon Echo Dot (5th Gen): Not up to the mark,,,,14.07
4376,2024-03-29,,Ecobee Smart Thermostat Premium,,Ecobee,Smart Home,,,"Ecobee Smart Thermostat Premium, latest model",Ecobee,,2024-04-11,2024-04-11,TRUE,FALSE,,,1,,Review for Ecobee Smart Thermostat Premium: Not up to the mark,,,,1256.67
4377,2024-03-26,,Beats Studio Buds,,Beats,Audio,,,"Beats Studio Buds, latest model",Beats,,2024-04-23,2024-04-23,TRUE,FALSE,,,3,,Review for Beats Studio Buds: Not up to the mark,,,,1609.48
4378,2024-02-08,,Logitech G Cloud,,Logitech,Gaming,,,"Logitech G Cloud, latest model",Logitech,,2024-04-06,2024-04-06,TRUE,FALSE,,,2,,Review for Logitech G Cloud: Not up to the mark,,,,777.88
4379,2024-04-05,,Huawei MatePad Pro,,Huawei,Tablets,,,"Huawei MatePad Pro, latest model",Huawei,,2024-04-14,2024-04-14,FALSE,TRUE,,,1,,Review for Huawei MatePad Pro: Not up to the mark,,,,355.35
4380,2024-03-13,,Google Nest Hub (2nd Gen),,Google,Smart Home,,,"Google Nest Hub (2nd Gen), latest model",Google,,2024-04-30,2024-04-30,FALSE,TRUE,,,1,,Review for Google Nest Hub (2nd Gen): Not up to the mark,,,,1520.93
4381,2024-01-23,,Amazon Fire HD 10,,Amazon,Tablets,,,"Amazon Fire HD 10, latest model",Amazon,,2024-04-24,2024-04-24,FALSE,TRUE,,,3,,Review for Amazon Fire HD 10: Not up to the mark,,,,883.83
4382,2024-03-07,,Asus ZenBook 14,,Asus,Computers,,,"Asus ZenBook 14, latest model",Asus,,2024-05-03,2024-05-03,TRUE,TRUE,,,4,,Review for Asus ZenBook 14: Excellent product,,,,1023.08
4383,2024-01-08,,Razer Edge,,Razer,Gaming,,,"Razer Edge, latest model",Razer,,2024-04-29,2024-04-29,TRUE,TRUE,,,4,,Review for Razer Edge: Excellent product,,,,1415.55
4384,2024-03-15,,Apple MacBook Pro 14,,Apple,Computers,,,"Apple MacBook Pro 14, latest model",Apple,,2024-04-20,2024-04-20,TRUE,TRUE,,,1,,Review for Apple MacBook Pro 14: Not up to the mark,,,,966.89
4385,2024-03-09,,Fujifilm X-T4,,Fujifilm,Cameras,,,"Fujifilm X-T4, latest model",Fujifilm,,2024-04-09,2024-04-09,FALSE,TRUE,,,3,,Review for Fujifilm X-T4: Not up to the mark,,,,1485.28
4386,2024-04-17,,OnePlus 11,,OnePlus,Mobile Phones,,,"OnePlus 11, latest model",OnePlus,,2024-04-26,2024-04-26,TRUE,TRUE,,,3,,Review for OnePlus 11: Not up to the mark,,,,1858.41
4387,2024-02-23,,Fossil Gen 6,,Fossil,Wearables,,,"Fossil Gen 6, latest model",Fossil,,2024-04-11,2024-04-11,TRUE,TRUE,,,2,,Review for Fossil Gen 6: Not up to the mark,,,,190.16
4388,2024-04-04,,Nintendo Switch OLED,,Nintendo,Gaming,,,"Nintendo Switch OLED, latest model",Nintendo,,2024-04-06,2024-04-06,TRUE,TRUE,,,2,,Review for Nintendo Switch OLED: Not up to the mark,,,,1030.62
4389,2024-04-10,,Google Nest Hub (2nd Gen),,Google,Smart Home,,,"Google Nest Hub (2nd Gen), latest model",Google,,2024-04-11,2024-04-11,TRUE,TRUE,,,3,,Review for Google Nest Hub (2nd Gen): Not up to the mark,,,,1724.61
4390,2024-04-20,,Fitbit Charge 5,,Fitbit,Wearables,,,"Fitbit Charge 5, latest model",Fitbit,,2024-04-25,2024-04-25,FALSE,FALSE,,,4,,Review for Fitbit Charge 5: Excellent product,,,,300.58
4391,2024-02-16,,Apple HomePod mini,,Apple,Smart Home,,,"Apple HomePod mini, latest model",Apple,,2024-04-05,2024-04-05,FALSE,TRUE,,,3,,Review for Apple HomePod mini: Not up to the mark,,,,111.02
4392,2024-04-28,,Apple MacBook Pro 14,,Apple,Computers,,,"Apple MacBook Pro 14, latest model",Apple,,2024-04-01,2024-04-01,TRUE,FALSE,,,2,,Review for Apple MacBook Pro 14: Not up to the mark,,,,460.06
4393,2024-04-08,,Canon EOS R5,,Canon,Cameras,,,"Canon EOS R5, latest model",Canon,,2024-04-06,2024-04-06,FALSE,FALSE,,,1,,Review for Canon EOS R5: Not up to the mark,,,,1582.91
4394,2024-04-03,,Fujifilm X-T4,,Fujifilm,Cameras,,,"Fujifilm X-T4, latest model",Fujifilm,,2024-04-29,2024-04-29,TRUE,FALSE,,,4,,Review for Fujifilm X-T4: Excellent product,,,,1564.84
4395,2024-01-07,,Vivo X90 Pro,,Vivo,Mobile Phones,,,"Vivo X90 Pro, latest model",Vivo,,2024-04-27,2024-04-27,TRUE,FALSE,,,2,,Review for Vivo X90 Pro: Not up to the mark,,,,1799.92
4396,2024-01-16,,Samsung Galaxy Watch 5,,Samsung,Wearables,,,"Samsung Galaxy Watch 5, latest model",Samsung,,2024-04-20,2024-04-20,TRUE,FALSE,,,4,,Review for Samsung Galaxy Watch 5: Excellent product,,,,977.19
4397,2024-03-06,,Apple iPhone 14,,Apple,Mobile Phones,,,"Apple iPhone 14, latest model",Apple,,2024-04-03,2024-04-03,TRUE,TRUE,,,2,,Review for Apple iPhone 14: Not up to the mark,,,,1332.05
4398,2024-02-14,,Beats Studio Buds,,Beats,Audio,,,"Beats Studio Buds, latest model",Beats,,2024-05-02,2024-05-02,TRUE,FALSE,,,5,,Review for Beats Studio Buds: Excellent product,,,,811.67
4399,2024-02-15,,Amazon Echo Dot (5th Gen),,Amazon,Smart Home,,,"Amazon Echo Dot (5th Gen), latest model",Amazon,,2024-04-27,2024-04-27,TRUE,TRUE,,,1,,Review for Amazon Echo Dot (5th Gen): Not up to the mark,,,,1408.65
4400,2024-03-21,,Sony PlayStation 5,,Sony,Gaming,,,"Sony PlayStation 5, latest model",Sony,,2024-04-07,2024-04-07,TRUE,TRUE,,,2,,Review for Sony PlayStation 5: Not up to the mark,,,,722.52
4401,2024-02-03,,Apple HomePod mini,,Apple,Smart Home,,,"Apple HomePod mini, latest model",Apple,,2024-04-18,2024-04-18,FALSE,TRUE,,,1,,Review for Apple HomePod mini: Not up to the mark,,,,1795.21
4402,2024-02-18,,Oppo Find X6 Pro,,Oppo,Mobile Phones,,,"Oppo Find X6 Pro, latest model",Oppo,,2024-05-03,2024-05-03,FALSE,FALSE,,,1,,Review for Oppo Find X6 Pro: Not up to the mark,,,,1149.69
4403,2024-03-26,,Samsung Galaxy S23,,Samsung,Mobile Phones,,,"Samsung Galaxy S23, latest model",Samsung,,2024-04-20,2024-04-20,TRUE,TRUE,,,3,,Review for Samsung Galaxy S23: Not up to the mark,,,,1398.99
4404,2024-03-18,,Philips Hue White and Color Ambiance,,Philips,Smart Home,,,"Philips Hue White and Color Ambiance, latest model",Philips,,2024-05-01,2024-05-01,FALSE,FALSE,,,2,,Review for Philips Hue White and Color Ambiance: Not up to the mark,,,,820.07
4405,2024-02-29,,Microsoft Surface Laptop 4,,Microsoft,Computers,,,"Microsoft Surface Laptop 4, latest model",Microsoft,,2024-04-29,2024-04-29,FALSE,FALSE,,,4,,Review for Microsoft Surface Laptop 4: Excellent product,,,,108.85
4406,2024-01-12,,Ecobee Smart Thermostat Premium,,Ecobee,Smart Home,,,"Ecobee Smart Thermostat Premium, latest model",Ecobee,,2024-04-26,2024-04-26,FALSE,TRUE,,,4,,Review for Ecobee Smart Thermostat Premium: Excellent product,,,,1199.21
4407,2024-03-15,,OnePlus 11,,OnePlus,Mobile Phones,,,"OnePlus 11, latest model",OnePlus,,2024-04-06,2024-04-06,TRUE,TRUE,,,2,,Review for OnePlus 11: Not up to the mark,,,,1543.44
4408,2024-03-30,,LG Gram 17,,LG,Computers,,,"LG Gram 17, latest model",LG,,2024-04-22,2024-04-22,FALSE,TRUE,,,1,,Review for LG Gram 17: Not up to the mark,,,,1326.35
4409,2024-02-29,,Philips Hue White and Color Ambiance,,Philips,Smart Home,,,"Philips Hue White and Color Ambiance, latest model",Philips,,2024-04-27,2024-04-27,FALSE,TRUE,,,5,,Review for Philips Hue White and Color Ambiance: Excellent product,,,,1788.5
4410,2024-02-18,,Sony PlayStation 5,,Sony,Gaming,,,"Sony PlayStation 5, latest model",Sony,,2024-04-26,2024-04-26,TRUE,TRUE,,,1,,Review for Sony PlayStation 5: Not up to the mark,,,,1210.86
4411,2024-01-19,,Ecobee Smart Thermostat Premium,,Ecobee,Smart Home,,,"Ecobee Smart Thermostat Premium, latest model",Ecobee,,2024-05-03,2024-05-03,TRUE,TRUE,,,3,,Review for Ecobee Smart Thermostat Premium: Not up to the mark,,,,160.42
4412,2024-02-21,,Google Nest Hub (2nd Gen),,Google,Smart Home,,,"Google Nest Hub (2nd Gen), latest model",Google,,2024-04-25,2024-04-25,FALSE,FALSE,,,5,,Review for Google Nest Hub (2nd Gen): Excellent product,,,,1054.72
4413,2024-02-04,,Microsoft Xbox Series X,,Microsoft,Gaming,,,"Microsoft Xbox Series X, latest model",Microsoft,,2024-04-12,2024-04-12,FALSE,FALSE,,,2,,Review for Microsoft Xbox Series X: Not up to the mark,,,,681.55
4414,2024-02-18,,Nintendo Switch OLED,,Nintendo,Gaming,,,"Nintendo Switch OLED, latest model",Nintendo,,2024-04-20,2024-04-20,TRUE,FALSE,,,3,,Review for Nintendo Switch OLED: Not up to the mark,,,,1080.29
4415,2024-01-20,,Razer Blade 15,,Razer,Computers,,,"Razer Blade 15, latest model",Razer,,2024-04-10,2024-04-10,FALSE,TRUE,,,2,,Review for Razer Blade 15: Not up to the mark,,,,1405.35
4416,2024-02-14,,Apple AirPods Pro 2,,Apple,Audio,,,"Apple AirPods Pro 2, latest model",Apple,,2024-04-21,2024-04-21,FALSE,TRUE,,,4,,Review for Apple AirPods Pro 2: Excellent product,,,,1954.49
4417,2024-04-07,,Amazon Echo Dot (5th Gen),,Amazon,Smart Home,,,"Amazon Echo Dot (5th Gen), latest model",Amazon,,2024-04-04,2024-04-04,FALSE,FALSE,,,2,,Review for Amazon Echo Dot (5th Gen): Not up to the mark,,,,313.93
4418,2024-02-10,,Apple iPhone 14,,Apple,Mobile Phones,,,"Apple iPhone 14, latest model",Apple,,2024-04-02,2024-04-02,TRUE,TRUE,,,5,,Review for Apple iPhone 14: Excellent product,,,,1990.28
4419,2024-02-21,,Nintendo Switch OLED,,Nintendo,Gaming,,,"Nintendo Switch OLED, latest model",Nintendo,,2024-04-05,2024-04-05,FALSE,FALSE,,,3,,Review for Nintendo Switch OLED: Not up to the mark,,,,1912.09
4420,2024-04-25,,Samsung Galaxy Tab S8,,Samsung,Tablets,,,"Samsung Galaxy Tab S8, latest model",Samsung,,2024-04-01,2024-04-01,FALSE,FALSE,,,3,,Review for Samsung Galaxy Tab S8: Not up to the mark,,,,1534.86
4421,2024-02-29,,Sony Xperia 1 V,,Sony,Mobile Phones,,,"Sony Xperia 1 V, latest model",Sony,,2024-04-22,2024-04-22,TRUE,TRUE,,,1,,Review for Sony Xperia 1 V: Not up to the mark,,,,715.19
4422,2024-01-18,,Fujifilm X-T4,,Fujifilm,Cameras,,,"Fujifilm X-T4, latest model",Fujifilm,,2024-04-22,2024-04-22,FALSE,FALSE,,,3,,Review for Fujifilm X-T4: Not up to the mark,,,,818.0
4423,2024-02-23,,Samsung Galaxy Watch 5,,Samsung,Wearables,,,"Samsung Galaxy Watch 5, latest model",Samsung,,2024-04-13,2024-04-13,FALSE,TRUE,,,5,,Review for Samsung Galaxy Watch 5: Excellent product,,,,896.99
4424,2024-01-13,,Nintendo Switch OLED,,Nintendo,Gaming,,,"Nintendo Switch OLED, latest model",Nintendo,,2024-04-09,2024-04-09,FALSE,TRUE,,,4,,Review for Nintendo Switch OLED: Excellent product,,,,1301.59
4425,2024-01-13,,LG Gram 17,,LG,Computers,,,"LG Gram 17, latest model",LG,,2024-05-01,2024-05-01,TRUE,TRUE,,,1,,Review for LG Gram 17: Not up to the mark,,,,1359.36
4426,2024-04-09,,Lenovo Tab P11,,Lenovo,Tablets,,,"Lenovo Tab P11, latest model",Lenovo,,2024-04-21,2024-04-21,TRUE,FALSE,,,1,,Review for Lenovo Tab P11: Not up to the mark,,,,1581.83
4427,2024-04-29,,Razer Blade 15,,Razer,Computers,,,"Razer Blade 15, latest model",Razer,,2024-04-23,2024-04-23,FALSE,FALSE,,,1,,Review for Razer Blade 15: Not up to the mark,,,,163.29
4428,2024-01-19,,Microsoft Xbox Series X,,Microsoft,Gaming,,,"Microsoft Xbox Series X, latest model",Microsoft,,2024-04-13,2024-04-13,FALSE,FALSE,,,1,,Review for Microsoft Xbox Series X: Not up to the mark,,,,1457.81
4429,2024-02-17,,Beats Studio Buds,,Beats,Audio,,,"Beats Studio Buds, latest model",Beats,,2024-04-30,2024-04-30,FALSE,FALSE,,,1,,Review for Beats Studio Buds: Not up to the mark,,,,1474.06
4430,2024-01-08,,Bose QuietComfort 45,,Bose,Audio,,,"Bose QuietComfort 45, latest model",Bose,,2024-04-21,2024-04-21,FALSE,TRUE,,,4,,Review for Bose QuietComfort 45: Excellent product,,,,911.29
4431,2024-02-01,,Ecobee Smart Thermostat Premium,,Ecobee,Smart Home,,,"Ecobee Smart Thermostat Premium, latest model",Ecobee,,2024-04-03,2024-04-03,FALSE,TRUE,,,4,,Review for Ecobee Smart Thermostat Premium: Excellent product,,,,822.52
4432,2024-02-05,,Beats Studio Buds,,Beats,Audio,,,"Beats Studio Buds, latest model",Beats,,2024-04-04,2024-04-04,FALSE,FALSE,,,1,,Review for Beats Studio Buds: Not up to the mark,,,,1904.5
4433,2024-02-02,,HP Spectre x360,,HP,Computers,,,"HP Spectre x360, latest model",HP,,2024-04-25,2024-04-25,FALSE,TRUE,,,3,,Review for HP Spectre x360: Not up to the mark,,,,1260.33
4434,2024-02-12,,Garmin Venu 2 Plus,,Garmin,Wearables,,,"Garmin Venu 2 Plus, latest model",Garmin,,2024-04-10,2024-04-10,FALSE,TRUE,,,5,,Review for Garmin Venu 2 Plus: Excellent product,,,,1310.64
4435,2024-04-26,,Huawei MatePad Pro,,Huawei,Tablets,,,"Huawei MatePad Pro, latest model",Huawei,,2024-04-06,2024-04-06,FALSE,TRUE,,,2,,Review for Huawei MatePad Pro: Not up to the mark,,,,761.31
4436,2024-03-26,,Apple AirPods Pro 2,,Apple,Audio,,,"Apple AirPods Pro 2, latest model",Apple,,2024-04-09,2024-04-09,TRUE,FALSE,,,1,,Review for Apple AirPods Pro 2: Not up to the mark,,,,389.77
4437,2024-02-09,,Olympus OM-D E-M1X,,Olympus,Cameras,,,"Olympus OM-D E-M1X, latest model",Olympus,,2024-04-04,2024-04-04,FALSE,FALSE,,,5,,Review for Olympus OM-D E-M1X: Excellent product,,,,1222.79
4438,2024-02-15,,Samsung Galaxy Watch 5,,Samsung,Wearables,,,"Samsung Galaxy Watch 5, latest model",Samsung,,2024-04-23,2024-04-23,FALSE,FALSE,,,2,,Review for Samsung Galaxy Watch 5: Not up to the mark,,,,1469.98
4439,2024-01-30,,Sony PlayStation 5,,Sony,Gaming,,,"Sony PlayStation 5, latest model",Sony,,2024-04-20,2024-04-20,FALSE,TRUE,,,5,,Review for Sony PlayStation 5: Excellent product,,,,607.66
4440,2024-02-14,,Sennheiser HD 660S,,Sennheiser,Audio,,,"Sennheiser HD 660S, latest model",Sennheiser,,2024-04-27,2024-04-27,TRUE,TRUE,,,5,,Review for Sennheiser HD 660S: Excellent product,,,,1459.43
4441,2024-04-11,,Nikon Z7 II,,Nikon,Cameras,,,"Nikon Z7 II, latest model",Nikon,,2024-04-01,2024-04-01,FALSE,FALSE,,,2,,Review for Nikon Z7 II: Not up to the mark,,,,690.29
4442,2024-04-09,,Fujifilm X-T4,,Fujifilm,Cameras,,,"Fujifilm X-T4, latest model",Fujifilm,,2024-04-09,2024-04-09,FALSE,TRUE,,,5,,Review for Fujifilm X-T4: Excellent product,,,,515.37
4443,2024-02-07,,Dell XPS 13,,Dell,Computers,,,"Dell XPS 13, latest model",Dell,,2024-04-08,2024-04-08,TRUE,TRUE,,,4,,Review for Dell XPS 13: Excellent product,,,,602.5
4444,2024-03-02,,Amazfit Bip U Pro,,Amazfit,Wearables,,,"Amazfit Bip U Pro, latest model",Amazfit,,2024-04-26,2024-04-26,TRUE,TRUE,,,4,,Review for Amazfit Bip U Pro: Excellent product,,,,870.51
4445,2024-03-06,,Oppo Find X6 Pro,,Oppo,Mobile Phones,,,"Oppo Find X6 Pro, latest model",Oppo,,2024-04-04,2024-04-04,TRUE,TRUE,,,4,,Review for Oppo Find X6 Pro: Excellent product,,,,804.25
4446,2024-01-03,,Sony PlayStation 5,,Sony,Gaming,,,"Sony PlayStation 5, latest model",Sony,,2024-04-02,2024-04-02,TRUE,FALSE,,,1,,Review for Sony PlayStation 5: Not up to the mark,,,,55.82
4447,2024-03-04,,Sony Alpha A7 IV,,Sony,Cameras,,,"Sony Alpha A7 IV, latest model",Sony,,2024-04-27,2024-04-27,TRUE,TRUE,,,5,,Review for Sony Alpha A7 IV: Excellent product,,,,1038.56
4448,2024-01-05,,Fujifilm X-T4,,Fujifilm,Cameras,,,"Fujifilm X-T4, latest model",Fujifilm,,2024-04-10,2024-04-10,FALSE,FALSE,,,1,,Review for Fujifilm X-T4: Not up to the mark,,,,953.82
4449,2024-02-16,,Panasonic Lumix GH6,,Panasonic,Cameras,,,"Panasonic Lumix GH6, latest model",Panasonic,,2024-05-03,2024-05-03,FALSE,TRUE,,,1,,Review for Panasonic Lumix GH6: Not up to the mark,,,,1786.65
4450,2024-03-20,,Lenovo ThinkPad X1 Carbon,,Lenovo,Computers,,,"Lenovo ThinkPad X1 Carbon, latest model",Lenovo,,2024-04-01,2024-04-01,TRUE,TRUE,,,5,,Review for Lenovo ThinkPad X1 Carbon: Excellent product,,,,1629.76
4451,2024-01-30,,Apple AirPods Pro 2,,Apple,Audio,,,"Apple AirPods Pro 2, latest model",Apple,,2024-04-19,2024-04-19,FALSE,FALSE,,,5,,Review for Apple AirPods Pro 2: Excellent product,,,,303.32
4452,2024-02-13,,Nintendo Switch OLED,,Nintendo,Gaming,,,"Nintendo Switch OLED, latest model",Nintendo,,2024-05-02,2024-05-02,FALSE,FALSE,,,1,,Review for Nintendo Switch OLED: Not up to the mark,,,,1558.7
4453,2024-04-18,,Sony PlayStation 5,,Sony,Gaming,,,"Sony PlayStation 5, latest model",Sony,,2024-04-01,2024-04-01,TRUE,TRUE,,,4,,Review for Sony PlayStation 5: Excellent product,,,,491.93
